EmployeeKey	ParentEmployeeKey	EmployeeNationalIDAlternateKey	ParentEmployeeNationalIDAlternateKey	FirstName	LastName	MiddleName	NameStyle	Title	HireDate	BirthDate	LoginID	EmailAddress	Phone	MaritalStatus	EmergencyContactName	EmergencyContactPhone	SalariedFlag	Gender	PayFrequency	BaseRate	VacationHours	SickLeaveHours	CurrentFlag	SalesPersonFlag	DepartmentName	Position
203	186	621932914	862951447	Stefen	Hesse	A	False	Production Technician - WC20	Sunday, September 28, 2008	Monday, July 21, 1975	AW\stefen-hesse	stefen-hesse@adventureworks.com	165-555-0113	S	Stefen Hesse	165-555-0113	False	M	1	$14	19	29	True	False	Production	
204	23	398223854	277173473	Hazem	Abolrous	E	False	Quality Assurance Manager	Sunday, September 28, 2008	Thursday, May 26, 1977	AW\hazem-abolrous	hazem-abolrous@adventureworks.com	869-555-0125	S	Hazem Abolrous	869-555-0125	True	M	2	$28.8462	80	60	True	False	Quality Assurance	
205	142	519756660	30845	Janet	Sheperdigian	L	False	Accounts Payable Specialist	Monday, September 29, 2008	Saturday, October 7, 1978	AW\janet-sheperdigian	janet-sheperdigian@adventureworks.com	393-555-0186	M	Janet Sheperdigian	393-555-0186	False	F	2	$19	64	52	True	False	Finance	
206	76	912141525	778552911	Elizabeth	Keyser	I	False	Production Technician - WC50	Tuesday, September 30, 2008	Friday, August 25, 1989	AW\elizabeth-keyser	elizabeth-keyser@adventureworks.com	318-555-0137	M	Elizabeth Keyser	318-555-0137	False	F	1	$11	5	22	True	False	Production	
207	7	243322160	24756624	Terry	Eminhizer	J	False	Marketing Specialist	Tuesday, September 30, 2008	Wednesday, September 4, 1985	AW\terry-eminhizer	terry-eminhizer@adventureworks.com	138-555-0118	M	Terry Eminhizer	138-555-0118	False	M	2	$14.4231	44	42	True	False	Marketing	
208	188	568626529	60114406	John	Frum	N	False	Production Technician - WC30	Wednesday, October 1, 2008	Thursday, October 22, 1981	AW\john-frum	john-frum@adventureworks.com	663-555-0172	S	John Frum	663-555-0172	False	M	1	$9.5	27	33	True	False	Production	
209	177	301435199	578935259	Merav	Netz	A	False	Production Technician - WC30	Wednesday, October 1, 2008	Saturday, December 11, 1982	AW\merav-netz	merav-netz@adventureworks.com	224-555-0187	M	Merav Netz	224-555-0187	False	F	1	$9.5	46	43	True	False	Production	
210	46	368691270	685233686	Brian	LaMee	P	False	Scheduling Assistant	Wednesday, October 1, 2008	Sunday, March 11, 1984	AW\brian-lamee	brian-lamee@adventureworks.com	313-555-0196	M	Brian LaMee	313-555-0196	False	M	2	$16	48	44	True	False	Production Control	
211	40	211789056	630184120	Kitti	Lertpiriyasuwat	H	False	Production Technician - WC50	Thursday, October 2, 2008	Sunday, January 4, 1987	AW\kitti-lertpiriyasuwat	kitti-lertpiriyasuwat@adventureworks.com	785-555-0132	S	Kitti Lertpiriyasuwat	785-555-0132	False	F	1	$11	89	64	True	False	Production	
212	20	63179277	494170342	Jay	Adams	G	False	Production Technician - WC60	Friday, October 3, 2008	Thursday, September 11, 1975	AW\jay-adams	jay-adams@adventureworks.com	407-555-0165	S	Jay Adams	407-555-0165	False	M	1	$12.45	32	36	True	False	Production	
213	188	587567941	60114406	Jan	Miksovsky	S	False	Production Technician - WC30	Friday, October 3, 2008	Saturday, June 15, 1974	AW\jan-miksovsky	jan-miksovsky@adventureworks.com	139-555-0131	S	Jan Miksovsky	139-555-0131	False	M	1	$9.5	30	35	True	False	Production	
214	23	634335025	277173473	Brenda	Diaz	M	False	Production Supervisor - WC40	Friday, October 3, 2008	Tuesday, September 28, 1982	AW\brenda-diaz	brenda-diaz@adventureworks.com	142-555-0139	M	Brenda Diaz	142-555-0139	False	F	2	$25	71	55	True	False	Production	
215	126	65848458	712885347	Andrew	Cencini	M	False	Production Technician - WC45	Saturday, October 4, 2008	Sunday, April 24, 1988	AW\andrew-cencini	andrew-cencini@adventureworks.com	207-555-0192	S	Andrew Cencini	207-555-0192	False	M	1	$10	73	56	True	False	Production	
216	92	260805477	345106466	Chris	Norred	K	False	Control Specialist	Saturday, October 4, 2008	Wednesday, December 24, 1986	AW\chris-norred	chris-norred@adventureworks.com	575-555-0126	M	Chris Norred	575-555-0126	False	M	2	$16.8269	75	57	True	False	Document Control	
217	18	442121106	446466105	Chris	Okelberry	O	False	Production Technician - WC60	Sunday, October 5, 2008	Friday, March 7, 1986	AW\chris-okelberry	chris-okelberry@adventureworks.com	315-555-0144	S	Chris Okelberry	315-555-0144	False	M	1	$12.45	16	28	True	False	Production	
218	147	300946911	319472946	Shelley	Dyck	N	False	Production Technician - WC20	Sunday, October 5, 2008	Tuesday, July 8, 1986	AW\shelley-dyck	shelley-dyck@adventureworks.com	991-555-0184	S	Shelley Dyck	991-555-0184	False	F	1	$14	14	27	True	False	Production	
219	214	440379437	634335025	Gabe	Mares	B	False	Production Technician - WC40	Monday, October 6, 2008	Wednesday, December 9, 1987	AW\gabe-mares	gabe-mares@adventureworks.com	310-555-0117	M	Gabe Mares	310-555-0117	False	M	1	$15	57	48	True	False	Production	
220	142	480951955	30845	Mike	Seamans	K	False	Accountant	Monday, October 6, 2008	Monday, January 29, 1979	AW\mike-seamans	mike-seamans@adventureworks.com	927-555-0150	S	Mike Seamans	927-555-0150	True	M	2	$26.4423	59	49	True	False	Finance	
221	162	879342154	134969118	Michael	Raheem		False	Research and Development Manager	Monday, December 1, 2008	Saturday, June 30, 1984	AW\michael-raheem	michael-raheem@adventureworks.com	330-555-2568	M	Michael Raheem	330-555-2568	True	M	2	$42.4808	16	64	True	False	Research and Development	
222	152	141165819	519899904	Gary	Altman	E.	False	Facilities Manager	Thursday, July 2, 2009	Friday, September 18, 1970	AW\gary-altman	gary-altman@adventureworks.com	110-555-0112	M	Gary Altman	110-555-0112	True	M	2	$24.0385	86	63	True	False	Facilities and Maintenance	
223	20	537092325	494170342	Charles	Fitzgerald	B	False	Production Technician - WC60	Friday, July 3, 2009	Friday, April 2, 1971	AW\charles-fitzgerald	charles-fitzgerald@adventureworks.com	931-555-0118	S	Charles Fitzgerald	931-555-0118	False	M	1	$12.45	27	33	True	False	Production	
224	27	455563743	360868122	Ebru	Ersan	N	False	Production Technician - WC10	Monday, July 6, 2009	Tuesday, April 22, 1986	AW\ebru-ersan	ebru-ersan@adventureworks.com	202-555-0187	S	Ebru Ersan	202-555-0187	False	M	1	$13.45	93	66	True	False	Production	
225	111	701156975	45615666	Sylvester	Valdez	A	False	Production Technician - WC20	Saturday, July 11, 2009	Friday, June 12, 1970	AW\sylvester-valdez	sylvester-valdez@adventureworks.com	492-555-0174	M	Sylvester Valdez	492-555-0174	False	M	1	$14	4	22	True	False	Production	
226	53	1662732	370989364	Brian	Goldstein	Richard	False	Production Technician - WC40	Saturday, July 11, 2009	Thursday, July 23, 1970	AW\brian-goldstein	brian-goldstein@adventureworks.com	730-555-0117	S	Brian Goldstein	730-555-0117	False	M	1	$15	63	51	True	False	Production	
227	278	407505660	895209680	Linda	Meisner	P	False	Buyer	Friday, July 17, 2009	Tuesday, June 30, 1970	AW\linda-meisner	linda-meisner@adventureworks.com	916-555-0165	M	Linda Meisner	916-555-0165	False	F	2	$18.2692	56	48	True	False	Purchasing	
228	66	294148271	7201901	Betsy	Stadick	A	False	Production Technician - WC10	Saturday, July 18, 2009	Friday, July 17, 1942	AW\betsy-stadick	betsy-stadick@adventureworks.com	405-555-0171	S	Betsy Stadick	405-555-0171	False	F	1	$13.45	99	69	True	False	Production	
229	222	552560652	141165819	Magnus	Hedlund	E	False	Facilities Administrative Assistant	Tuesday, July 21, 2009	Saturday, March 27, 1971	AW\magnus-hedlund	magnus-hedlund@adventureworks.com	583-555-0182	M	Magnus Hedlund	583-555-0182	False	M	2	$9.75	87	63	True	False	Facilities and Maintenance	
230	20	834186596	494170342	Karan	Khanna	R	False	Production Technician - WC60	Wednesday, July 22, 2009	Sunday, October 5, 1969	AW\karan-khanna	karan-khanna@adventureworks.com	447-555-0186	S	Karan Khanna	447-555-0186	False	M	1	$12.45	28	34	True	False	Production	
231	27	717889520	360868122	Mary	Baker	R	False	Production Technician - WC10	Saturday, July 25, 2009	Saturday, April 19, 1986	AW\mary-baker	mary-baker@adventureworks.com	283-555-0185	M	Mary Baker	283-555-0185	False	F	1	$13.45	94	67	True	False	Production	
232	27	801365500	360868122	Kevin	Homer	M	False	Production Technician - WC10	Saturday, July 25, 2009	Saturday, April 19, 1986	AW\kevin-homer	kevin-homer@adventureworks.com	555-555-0113	S	Kevin Homer	555-555-0113	False	M	1	$13.45	90	65	True	False	Production	
233	53	413787783	370989364	Mihail	Frintu	U	False	Production Technician - WC40	Wednesday, July 29, 2009	Wednesday, October 7, 1970	AW\mihail-frintu	mihail-frintu@adventureworks.com	733-555-0128	S	Mihail Frintu	733-555-0128	False	M	1	$15	64	52	True	False	Production	
234	189	109272464	33237992	Bonnie	Kearney	N	False	Production Technician - WC10	Saturday, August 1, 2009	Thursday, April 10, 1986	AW\bonnie-kearney	bonnie-kearney@adventureworks.com	264-555-0150	M	Bonnie Kearney	264-555-0150	False	F	1	$13.45	89	64	True	False	Production	
235	278	482810518	895209680	Fukiko	Ogisu	J	False	Buyer	Tuesday, August 4, 2009	Wednesday, June 24, 1970	AW\fukiko-ogisu	fukiko-ogisu@adventureworks.com	520-555-0177	M	Fukiko Ogisu	520-555-0177	False	M	2	$18.2692	57	48	True	False	Purchasing	
236	111	113393530	45615666	Hung-Fu	Ting	T	False	Production Technician - WC20	Thursday, August 6, 2009	Sunday, May 23, 1971	AW\hung-fu-ting	hung-fu-ting@adventureworks.com	497-555-0181	S	Hung-Fu Ting	497-555-0181	False	M	1	$14	0	20	True	False	Production	
237	278	466142721	895209680	Gordon	Hee	L	False	Buyer	Tuesday, August 11, 2009	Monday, June 29, 1942	AW\gordon-hee	gordon-hee@adventureworks.com	230-555-0144	M	Gordon Hee	230-555-0144	False	M	2	$18.2692	52	46	True	False	Purchasing	
238	66	390124815	7201901	Kimberly	Zimmerman	B	False	Production Technician - WC10	Wednesday, August 12, 2009	Sunday, April 13, 1986	AW\kimberly-zimmerman	kimberly-zimmerman@adventureworks.com	123-555-0167	S	Kimberly Zimmerman	123-555-0167	False	F	1	$13.45	95	67	True	False	Production	
239	18	6298838	446466105	Kim	Abercrombie	B	False	Production Technician - WC60	Sunday, August 16, 2009	Tuesday, July 14, 1942	AW\kim-abercrombie	kim-abercrombie@adventureworks.com	208-555-0114	M	Kim Abercrombie	208-555-0114	False	F	1	$12.45	24	32	True	False	Production	
240	53	943170460	370989364	Sandeep	Kaliyath	P	False	Production Technician - WC40	Monday, August 17, 2009	Friday, July 3, 1970	AW\sandeep-kaliyath	sandeep-kaliyath@adventureworks.com	166-555-0156	S	Sandeep Kaliyath	166-555-0156	False	M	1	$15	65	52	True	False	Production	
241	111	339233463	45615666	Prasanna	Samarawickrama	E	False	Production Technician - WC20	Saturday, August 22, 2009	Friday, November 28, 1952	AW\prasanna-samarawickrama	prasanna-samarawickrama@adventureworks.com	129-555-0199	M	Prasanna Samarawickrama	129-555-0199	False	M	1	$14	5	22	True	False	Production	
242	278	367453993	895209680	Frank	Pellow	S	False	Buyer	Sunday, August 23, 2009	Tuesday, December 11, 1951	AW\frank-pellow	frank-pellow@adventureworks.com	163-555-0147	M	Frank Pellow	163-555-0147	False	M	2	$18.2692	58	49	True	False	Purchasing	
243	111	872923042	45615666	Min	Su	G	False	Production Technician - WC20	Monday, August 24, 2009	Wednesday, April 10, 1974	AW\min-su	min-su@adventureworks.com	590-555-0152	M	Min Su	590-555-0152	False	M	1	$14	1	20	True	False	Production	
244	53	697712387	370989364	Eric	Brown	L	False	Production Technician - WC40	Monday, August 24, 2009	Wednesday, July 8, 1942	AW\eric-brown	eric-brown@adventureworks.com	680-555-0118	M	Eric Brown	680-555-0118	False	M	1	$15	60	50	True	False	Production	
245	278	381073001	895209680	Eric	Kurjan	S	False	Buyer	Thursday, August 27, 2009	Monday, April 17, 1972	AW\eric-kurjan	eric-kurjan@adventureworks.com	265-555-0195	S	Eric Kurjan	265-555-0195	False	M	2	$18.2692	54	47	True	False	Purchasing	
246	51	646304055	553069203	Pat	Coleman	H	False	Janitor	Thursday, August 27, 2009	Friday, July 3, 1970	AW\pat-coleman	pat-coleman@adventureworks.com	720-555-0158	S	Pat Coleman	720-555-0158	False	M	1	$9.25	89	64	True	False	Facilities and Maintenance	
247	20	414476027	494170342	Maciej	Dusza	W	False	Production Technician - WC60	Saturday, August 29, 2009	Monday, August 30, 1954	AW\maciej-dusza	maciej-dusza@adventureworks.com	237-555-0128	S	Maciej Dusza	237-555-0128	False	M	1	$12.45	30	35	True	False	Production	
248	278	785853949	895209680	Erin	Hagens	M	False	Buyer	Monday, August 31, 2009	Tuesday, August 4, 1970	AW\erin-hagens	erin-hagens@adventureworks.com	842-555-0158	S	Erin Hagens	842-555-0158	False	F	2	$18.2692	53	46	True	False	Purchasing	
249	66	90888098	7201901	Patrick	Wedge	C	False	Production Technician - WC10	Tuesday, September 1, 2009	Thursday, April 10, 1986	AW\patrick-wedge	patrick-wedge@adventureworks.com	413-555-0124	S	Patrick Wedge	413-555-0124	False	M	1	$13.45	96	68	True	False	Production	
250	53	947029962	370989364	Frank	Martinez	R	False	Production Technician - WC40	Saturday, September 5, 2009	Monday, October 1, 1951	AW\frank-martinez	frank-martinez@adventureworks.com	203-555-0196	M	Frank Martinez	203-555-0196	False	M	1	$15	66	53	True	False	Production	
251	18	461786517	446466105	Ed	Dudenhoefer	R	False	Production Technician - WC60	Saturday, September 5, 2009	Sunday, April 11, 1971	AW\ed-dudenhoefer	ed-dudenhoefer@adventureworks.com	919-555-0140	S	Ed Dudenhoefer	919-555-0140	False	M	1	$12.45	25	32	True	False	Production	
252	27	393421437	360868122	Christopher	Hill	E	False	Production Technician - WC10	Tuesday, September 8, 2009	Thursday, May 1, 1986	AW\christopher-hill	christopher-hill@adventureworks.com	153-555-0166	M	Christopher Hill	153-555-0166	False	M	1	$13.45	91	65	True	False	Production	
253	53	988315686	370989364	Patrick	Cook	M	False	Production Technician - WC40	Saturday, September 12, 2009	Monday, July 23, 1973	AW\patrick-cook	patrick-cook@adventureworks.com	425-555-0117	M	Patrick Cook	425-555-0117	False	M	1	$15	61	50	True	False	Production	
254	111	56772045	45615666	Krishna	Sunkammurali		False	Production Technician - WC20	Sunday, September 13, 2009	Monday, April 5, 1971	AW\krishna-sunkammurali	krishna-sunkammurali@adventureworks.com	491-555-0183	S	Krishna Sunkammurali	491-555-0183	False	M	1	$14	2	21	True	False	Production	
255	51	879334904	553069203	Lori	Penor	K	False	Janitor	Wednesday, September 16, 2009	Saturday, February 28, 1970	AW\lori-penor	lori-penor@adventureworks.com	295-555-0161	M	Lori Penor	295-555-0161	False	F	1	$9.25	90	65	True	False	Facilities and Maintenance	
256	66	82638150	7201901	Danielle	Tiedt	C	False	Production Technician - WC10	Sunday, September 20, 2009	Monday, April 7, 1986	AW\danielle-tiedt	danielle-tiedt@adventureworks.com	500-555-0172	S	Danielle Tiedt	500-555-0172	False	F	1	$13.45	97	68	True	False	Production	
257	43	343861179	885055826	Sootha	Charncherngkha	T	False	Quality Assurance Technician	Wednesday, September 23, 2009	Sunday, July 5, 1942	AW\sootha-charncherngkha	sootha-charncherngkha@adventureworks.com	325-555-0137	M	Sootha Charncherngkha	325-555-0137	False	M	2	$10.5769	85	62	True	False	Quality Assurance	
258	20	582347317	494170342	Michael	Zwilling	J	False	Production Technician - WC60	Wednesday, September 23, 2009	Thursday, April 5, 1973	AW\michael-zwilling	michael-zwilling@adventureworks.com	582-555-0148	S	Michael Zwilling	582-555-0148	False	M	1	$12.45	26	33	True	False	Production	
259	20	8066363	494170342	Randy	Reeves	T	False	Production Technician - WC60	Wednesday, September 23, 2009	Wednesday, November 26, 1969	AW\randy-reeves	randy-reeves@adventureworks.com	961-555-0122	M	Randy Reeves	961-555-0122	False	M	1	$12.45	29	34	True	False	Production	
260	27	561196580	360868122	John	Kane	T	False	Production Technician - WC10	Sunday, September 27, 2009	Monday, April 28, 1986	AW\john-kane	john-kane@adventureworks.com	254-555-0114	S	John Kane	254-555-0114	False	M	1	$13.45	92	66	True	False	Production	
261	53	58791499	370989364	Jack	Creasey	T	False	Production Technician - WC40	Thursday, October 1, 2009	Thursday, March 29, 1973	AW\jack-creasey	jack-creasey@adventureworks.com	521-555-0113	S	Jack Creasey	521-555-0113	False	M	1	$15	62	51	True	False	Production	
262	111	163347032	45615666	Olinda	Turner	C	False	Production Technician - WC20	Friday, October 2, 2009	Sunday, November 2, 1969	AW\olinda-turner	olinda-turner@adventureworks.com	306-555-0186	S	Olinda Turner	306-555-0186	False	F	1	$14	3	21	True	False	Production	
263	51	28414965	553069203	Stuart	Macrae	J	False	Janitor	Saturday, October 3, 2009	Saturday, July 17, 1971	AW\stuart-macrae	stuart-macrae@adventureworks.com	539-555-0149	M	Stuart Macrae	539-555-0149	False	M	1	$9.25	88	64	True	False	Facilities and Maintenance	
264	51	153479919	553069203	Jo	Berry	L	False	Janitor	Monday, October 5, 2009	Sunday, November 22, 1953	AW\jo-berry	jo-berry@adventureworks.com	228-555-0159	M	Jo Berry	228-555-0159	False	F	1	$9.25	91	65	True	False	Facilities and Maintenance	
265	278	20269531	895209680	Ben	Miller	T	False	Buyer	Wednesday, October 7, 2009	Monday, January 1, 1973	AW\ben-miller	ben-miller@adventureworks.com	151-555-0113	M	Ben Miller	151-555-0113	False	M	2	$18.2692	55	47	True	False	Purchasing	
266	66	826454897	7201901	Tom	Vande Velde	M	False	Production Technician - WC10	Thursday, October 8, 2009	Thursday, May 1, 1986	AW\tom-vande-velde	tom-vande-velde@adventureworks.com	295-555-0161	M	Tom Vande Velde	295-555-0161	False	M	1	$13.45	98	69	True	False	Production	
267	3	974026903	509647174	Ovidiu	Cracium	V	False	Senior Tool Designer	Monday, July 5, 2010	Wednesday, August 17, 1977	AW\ovidiu-cracium	ovidiu-cracium@adventureworks.com	719-555-0181	S	Ovidiu Cracium	719-555-0181	False	M	2	$28.8462	7	23	True	False	Tool Design	
268	278	437296311	895209680	Annette	Hill	L	False	Purchasing Assistant	Tuesday, July 6, 2010	Monday, August 29, 1977	AW\annette-hill	annette-hill@adventureworks.com	125-555-0196	M	Annette Hill	125-555-0196	False	F	2	$12.75	50	45	True	False	Purchasing	
269	267	486228782	974026903	Janice	Galvin	M	False	Tool Designer	Friday, July 23, 2010	Monday, December 26, 1988	AW\janice-galvin	janice-galvin@adventureworks.com	473-555-0117	M	Janice Galvin	473-555-0117	False	F	2	$25	8	24	True	False	Tool Design	
270	278	280633567	895209680	Reinout	Hillmann	N	False	Purchasing Assistant	Sunday, July 25, 2010	Wednesday, August 17, 1977	AW\reinout-hillmann	reinout-hillmann@adventureworks.com	370-555-0163	M	Reinout Hillmann	370-555-0163	False	M	2	$12.75	51	45	True	False	Purchasing	
271	3	42487730	509647174	Michael	Sullivan	I	False	Senior Design Engineer	Friday, July 30, 2010	Sunday, January 14, 1979	AW\michael-sullivan	michael-sullivan@adventureworks.com	465-555-0156	S	Michael Sullivan	465-555-0156	True	M	2	$36.0577	3	21	True	False	Engineering	
272	277	502097814	112432117	Stephen	Jiang	Y	False	North American Sales Manager	Wednesday, August 4, 2010	Thursday, May 17, 1951	AW\stephen-jiang	stephen-jiang@adventureworks.com	238-555-0197	M	Stephen Jiang	238-555-0197	True	M	2	$48.101	14	27	True	True	Sales	Sales Manager
273	7	323403273	24756624	Wanida	Benshoof	M	False	Marketing Assistant	Saturday, August 7, 2010	Tuesday, October 15, 1974	AW\wanida-benshoof	wanida-benshoof@adventureworks.com	708-555-0141	M	Wanida Benshoof	708-555-0141	False	F	2	$13.4615	41	40	True	False	Marketing	
274	3	56920285	509647174	Sharon	Salavaria	B	False	Design Engineer	Wednesday, August 18, 2010	Wednesday, November 30, 1960	AW\sharon-salavaria	sharon-salavaria@adventureworks.com	970-555-0138	M	Sharon Salavaria	970-555-0138	True	F	2	$32.6923	4	22	True	False	Engineering	
275	7	222969461	24756624	John	Wood	L	False	Marketing Specialist	Tuesday, September 7, 2010	Tuesday, October 4, 1977	AW\john-wood	john-wood@adventureworks.com	486-555-0150	S	John Wood	486-555-0150	False	M	2	$14.4231	48	44	True	False	Marketing	
276	7	52541318	24756624	Mary	Dempsey	A	False	Marketing Assistant	Tuesday, September 14, 2010	Monday, August 29, 1977	AW\mary-dempsey	mary-dempsey@adventureworks.com	124-555-0114	S	Mary Dempsey	124-555-0114	False	F	2	$13.4615	43	41	True	False	Marketing	
277	277	112432117	112432117	Brian	Welcker	S	False	Director of Sales	Wednesday, September 15, 2010	Tuesday, January 4, 1977	AW\brian-welcker	brian-welcker@adventureworks.com	716-555-0127	S	Brian Welcker	716-555-0127	True	M	2	$72.1154	10	25	True	True	Sales	Sales Director
278	73	895209680	121491555	Sheela	Word	H	False	Purchasing Manager	Saturday, September 25, 2010	Saturday, September 10, 1977	AW\sheela-word	sheela-word@adventureworks.com	210-555-0193	S	Sheela Word	210-555-0193	True	F	2	$30	49	44	True	False	Purchasing	
279	73	895209680	121491555	Sheela	Word	H	False	Purchasing Manager	Saturday, September 25, 2010	Saturday, September 10, 1977	AW\sheela-word	sheela-word@adventureworks.com	210-555-0193	S	Sheela Word	210-555-0193	True	F	2	$30	49	44	True	False	Purchasing	
280	73	895209680	121491555	Sheela	Word	H	False	Purchasing Manager	Saturday, September 25, 2010	Saturday, September 10, 1977	AW\sheela-word	sheela-word@adventureworks.com	210-555-0193	S	Sheela Word	210-555-0193	True	F	2	$30	49	44	True	False	Purchasing	
281	272	841560125	502097814	Michael	Blythe	G	False	Sales Representative	Wednesday, December 29, 2010	Thursday, July 25, 1968	AW\michael-blythe	michael-blythe@adventureworks.com	257-555-0154	S	Michael Blythe	257-555-0154	True	M	2	$23.0769	38	39	True	True	Sales	Sales Representative
282	272	191644724	502097814	Linda	Mitchell	C	False	Sales Representative	Wednesday, December 29, 2010	Thursday, September 27, 1979	AW\linda-mitchell	linda-mitchell@adventureworks.com	883-555-0116	M	Linda Mitchell	883-555-0116	True	F	2	$23.0769	27	33	True	True	Sales	Sales Representative
283	272	615389812	502097814	Jillian	Carson		False	Sales Representative	Wednesday, December 29, 2010	Thursday, March 29, 1962	AW\jillian-carson	jillian-carson@adventureworks.com	517-555-0117	S	Jillian Carson	517-555-0117	True	F	2	$23.0769	24	32	True	True	Sales	Sales Representative
284	272	234474252	502097814	Garrett	Vargas	R	False	Sales Representative	Wednesday, December 29, 2010	Wednesday, September 4, 1974	AW\garrett-vargas	garrett-vargas@adventureworks.com	922-555-0165	M	Garrett Vargas	922-555-0165	True	M	2	$23.0769	33	36	True	True	Sales	Sales Representative
285	272	716374314	502097814	Tsvi	Reiter	Michael	False	Sales Representative	Wednesday, December 29, 2010	Saturday, August 18, 1973	AW\tsvi-reiter	tsvi-reiter@adventureworks.com	664-555-0112	M	Tsvi Reiter	664-555-0112	True	M	2	$23.0769	29	34	True	True	Sales	Sales Representative
286	272	61161660	502097814	Pamela	Ansman-Wolfe	O	False	Sales Representative	Wednesday, December 29, 2010	Saturday, July 6, 1974	AW\pamela-ansman-wolfe	pamela-ansman-wolfe@adventureworks.com	340-555-0193	S	Pamela Ansman-Wolfe	340-555-0193	True	F	2	$23.0769	22	31	True	True	Sales	Sales Representative
287	272	139397894	502097814	Shu	Ito	K	False	Sales Representative	Wednesday, December 29, 2010	Friday, October 8, 1943	AW\shu-ito	shu-ito@adventureworks.com	330-555-0120	M	Shu Ito	330-555-0120	True	M	2	$23.0769	26	33	True	True	Sales	Sales Representative
288	272	399771412	502097814	José	Saraiva	Edvaldo	False	Sales Representative	Wednesday, December 29, 2010	Tuesday, July 11, 1939	AW\jose-saraiva	jose-saraiva@adventureworks.com	185-555-0169	M	José Saraiva	185-555-0169	True	M	2	$23.0769	31	35	True	True	Sales	Sales Representative
289	272	987554265	502097814	David	Campbell	R	False	Sales Representative	Wednesday, December 29, 2010	Tuesday, September 11, 1973	AW\david.campbell	david-campbell@adventureworks.com	740-555-0182	S	David Campbell	740-555-0182	True	M	2	$23.0769	23	31	True	True	Sales	Sales Representative
290	277	982310417	112432117	Amy	Alberts	E	False	European Sales Manager	Tuesday, November 15, 2011	Saturday, April 20, 1957	AW\amy-alberts	amy-alberts@adventureworks.com	775-555-0164	M	Amy Alberts	775-555-0164	True	F	2	$48.101	21	30	True	True	Sales	Sales Manager
291	290	668991357	982310417	Jae	Pak	B	False	Sales Representative	Thursday, December 29, 2011	Monday, October 16, 1967	AW\jae-pak	jae-pak@adventureworks.com	1 (11) 500 555-0145	M	Jae Pak	1 (11) 500 555-0145	True	F	2	$23.0769	37	38	True	True	Sales	Sales Representative
292	290	134219713	982310417	Ranjit	Varkey Chudukatil	R	False	Sales Representative	Thursday, December 29, 2011	Wednesday, April 30, 1975	AW\ranjit-varkey-chudukatil	ranjit-varkey-chudukatil@adventureworks.com	1 (11) 500 555-0117	S	Ranjit Varkey Chudukatil	1 (11) 500 555-0117	True	M	2	$23.0769	34	37	True	True	Sales	Sales Representative
293	272	90836195	502097814	Tete	Mensa-Annan	A	False	Sales Representative	Monday, April 30, 2012	Friday, August 5, 1977	AW\tete-mensa-annan	tete-mensa-annan@adventureworks.com	615-555-0153	M	Tete Mensa-Annan	615-555-0153	True	M	2	$23.0769	39	39	True	True	Sales	Sales Representative
294	277	481044938	112432117	Syed	Abbas	E	False	Pacific Sales Manager	Friday, October 12, 2012	Sunday, August 11, 1974	AW\syed-abbas	syed-abbas@adventureworks.com	926-555-0182	M	Syed Abbas	926-555-0182	True	M	2	$48.101	20	30	True	True	Sales	Sales Manager
295	290	954276278	982310417	Rachel	Valdez	B	False	Sales Representative	Friday, December 28, 2012	Thursday, February 6, 1975	AW\rachel-valdez	rachel-valdez@adventureworks.com	1 (11) 500 555-0140	S	Rachel Valdez	1 (11) 500 555-0140	True	F	2	$23.0769	35	37	True	True	Sales	Sales Representative
296	294	758596752	481044938	Lynn	Tsoflias	N	False	Sales Representative	Friday, December 28, 2012	Friday, October 16, 1970	AW\lynn-tsoflias	lynn-tsoflias@adventureworks.com	1 (11) 500 555-0190	S	Lynn Tsoflias	1 (11) 500 555-0190	True	F	2	$23.0769	36	38	True	True	Sales	Sales Representative
